ISO Codes,Title
ISO 712-1:2024,Cereals and cereal products — Determination of moisture content — Part 1: Reference method
ISO 712-2:2024,Cereals and cereal products — Determination of moisture content — Part 2: Automatic drying oven method
ISO 2171:2023,"Cereals, pulses and by-products — Determination of ash yield by incineration"
ISO 4112:2025,Cereals and pulses — Guidance on measurement of the temperature of grain stored in bulk
ISO 5530-1:2025,Wheat flour — Physical characteristics of doughs — Part 1: Determination of water absorption and rheological properties using a farinograph
ISO 5530-2:2025,Wheat flour — Physical characteristics of doughs — Part 2: Determination of rheological properties using an extensograph
ISO 6540:2021,Maize — Determination of moisture content (on milled grains and on whole grains)
ISO 6639-1:2025,Cereals and pulses — Determination of hidden insect infestation — Part 1: General principles
ISO 6639-2:2025,Cereals and pulses — Determination of hidden insect infestation — Part 2: Sampling
ISO 6639-4:2025,Cereals and pulses — Determination of hidden insect infestation — Part 4: Rapid methods
ISO 7301:2021,Rice — Specification
ISO 7301:2021,/Amd 1:2024Rice — Specification — Amendment 1
ISO 7970:2021,Wheat (Triticum aestivum L.) — Specification
ISO 11747:2012,/Amd 1:2017Rice — Determination of rice kernel resistance to extrusion after cooking — Amendment 1
ISO 17715:2025,Flour from wheat (Triticum aestivum L.) — Amperometric method for starch damage measurement
ISO 18390:2025,"Cereals, pulses and cereal products — Sampling — Simplified routine method"
ISO 19942:2018,/Amd 1:2020Maize (Zea mays L.) — Specification — Amendment 1: Feed maize
ISO 23637:2021,Cereals — Determination of cadmium content by graphite furnace atomic absorption spectrometry with diluted nitric acid extraction
ISO 24557:2024,Pulses — Determination of moisture content — Air-oven method
ISO 27971:2023,Cereals and cereal products — Common wheat (Triticum aestivum L.) — Determination of Alveograph properties of dough at constant hydration from commercial or test flours and test milling methodology
ISO 6900:2025,Dried red jujubes — Specification and test methods
ISO 7702:1995,/Cor 1:2001Dried pears — Specification and test methods — Technical Corrigendum 1
ISO 7703:1995,/Cor 1:2001Dried peaches — Specification and test methods — Technical Corrigendum 1
ISO 24090:2021,Dried barberry — Specification and test methods
ISO 4214:2022,Milk and milk products — Determination of amino acids in infant and adult/paediatric nutritional formulas and dairy products
ISO 5537:2023,Dried milk and dried milk products — Determination of moisture content (reference method)
ISO 8196-3:2022,Milk — Definition and evaluation of the overall accuracy of alternative methods of milk analysis — Part 3: Protocol for the evaluation and validation of alternative quantitative methods of milk analysis
ISO 8968-3:2004,/Cor 1:2011Milk — Determination of nitrogen content — Part 3: Block-digestion method (Semi-micro rapid routine method) — Technical Corrigendum 1
ISO 9874:2006,/Cor 1:2007Milk — Determination of total phosphorus content — Method using molecular absorption spectrometry — Technical Corrigendum 1
ISO 11816-1:2024,Milk and milk products — Determination of alkaline phosphatase activity — Part 1: Fluorimetric method for milk and milk-based drinks
ISO 13366-1:2008,/Cor 1:2009Milk — Enumeration of somatic cells — Part 1: Microscopic method (Reference method) — Technical Corrigendum 1
ISO 14501:2021,Milk and milk powder — Determination of aflatoxin M1 content — Clean-up by immunoaffinity chromatography and determination by high-performance liquid chromatography
ISO 23318:2022,"Milk, dried milk products and cream — Determination of fat content — Gravimetric method"
ISO 23970:2021,"Milk, milk products and infant formula — Determination of melamine and cyanuric acid by liquid chromatography and tandem mass spectrometry (LC-MS/MS)"
ISO 7124:2023,Eggs and egg products — Determination of fipronil and metabolites residues — Liquid chromatography tandem mass spectrometry method
ISO 34101-1:2019,/Amd 1:2024Sustainable and traceable cocoa — Part 1: Requirements for cocoa sustainability management systems — Amendment 1: Climate action changes
ISO 8355:2023,Starch acetates — Specifications and test methods
ISO 11212-4:1997,/Cor 1:1997Starch and derived products — Heavy metals content — Part 4: Determination of cadmium content by atomic absorption spectrometry with electrothermal atomization — Technical Corrigendum 1
ISO 24683:2022,High fructose syrup — Specifications and test methods
ISO 3972:2011,/Cor 1:2012Sensory analysis — Methodology — Method of investigating sensitivity of taste — Technical Corrigendum 1
ISO 4120:2021,Sensory analysis — Methodology — Triangle test
ISO 5492:2008,/Amd 1:2016Sensory analysis — Vocabulary — Amendment 1
ISO 5495:2005,/Amd 1:2016Sensory analysis — Methodology — Paired comparison test — Amendment 1
ISO 5495:2005,/Cor 1:2006Sensory analysis — Methodology — Paired comparison test — Technical Corrigendum 1
ISO 5496:2006,/Amd 1:2018Sensory analysis — Methodology — Initiation and training of assessors in the detection and recognition of odours — Amendment 1
ISO 8586:2023,Sensory analysis — Selection and training of sensory assessors
ISO 8587:2006,/Amd 1:2013Sensory analysis — Methodology — Ranking — Amendment 1
ISO 8589:2007,/Amd 1:2014Sensory analysis — General guidance for the design of test rooms — Amendment 1
ISO 11056:2021,Sensory analysis — Methodology — Magnitude estimation method
ISO 11132:2021,Sensory analysis — Methodology — Guidelines for the measurement of the performance of a quantitative descriptive sensory panel
ISO 11136:2014,/Amd 1:2020Sensory analysis — Methodology — General guidance for conducting hedonic tests with consumers in a controlled area — Amendment 1
ISO 16657:2023,Sensory analysis — Apparatus — Olive oil tasting glass
ISO 20784:2021,Sensory analysis — Guidance on substantiation for sensory and consumer product claims
ISO 22308-1:2021,Cork bark selected as bottling product — Part 1: Sensory evaluation — Methodology for sensory evaluation by soaking
ISO 29842:2024,Sensory analysis — Methodology — Balanced incomplete block designs
ISO 5424:2022,Plastics — Industrial compostable plastic drinking straws
ISO 5644:2024,Porcelain Tableware — Specification and test method
ISO 16830:2025,Specification of bamboo drinking straws
ISO 5223:1995,/Amd 1:1999Test sieves for cereals — Amendment 1: Additional sizes
ISO 16657:2023,Sensory analysis — Apparatus — Olive oil tasting glass
ISO 14594:2024,Microbeam analysis — Electron probe microanalysis — Guidelines for the determination of experimental parameters for wavelength dispersive spectroscopy
ISO 17297:2025,Microbeam analysis — Focused ion beam application for TEM specimen preparation — Vocabulary
ISO 19214:2024,Microbeam analysis — Analytical electron microscopy — Method of determination for apparent growth direction of nanocrystals by transmission electron microscopy
ISO 20263:2024,Microbeam analysis — Analytical electron microscopy — Method for the determination of interface position in the cross-sectional image of the layered materials
ISO 23420:2021,Microbeam analysis — Analytical electron microscopy — Method for the determination of energy resolution for electron energy loss spectrum analysis
ISO 23692:2021,Microbeam analysis — Electron probe microanalysis — Quantitative analysis of Mn dendritic segregation in continuously cast steel product
ISO 23749:2022,Microbeam analysis — Electron backscatter diffraction — Quantitative determination of austenite in steel
ISO 24173:2024,Microbeam analysis — Guidelines for orientation measurement using electron backscatter diffraction
ISO 24639:2022,Microbeam analysis — Analytical electron microscopy — Calibration procedure of energy scale for elemental analysis by electron energy loss spectroscopy
ISO 25498:2025,Microbeam analysis — Analytical electron microscopy — Selected area electron diffraction analysis using a transmission electron microscope
ISO 3139:1976,/Amd 1:1980Aqueous hydrofluoric acid for industrial use — Sampling and methods of test — Amendment 1
ISO 10298:2018,/Amd 1:2021Gas cylinders — Gases and gas mixtures — Determination of toxicity for the selection of cylinder valve outlets — Amendment 1
ISO 13338:2022,Gas cylinders — Gases and gas mixtures — Determination of corrosiveness for the selection of cylinder valve outlet
ISO 14687:2025,Hydrogen fuel quality — Product specification
ISO 19880-2:2025,Gaseous hydrogen — Fuelling stations — Part 2: Dispensers and dispensing systems
ISO 19880-8:2024,Gaseous hydrogen — Fuelling stations — Part 8: Fuel quality control
ISO 19880-9:2024,Gaseous hydrogen — Fuelling stations — Part 9: Sampling for fuel quality analysis
ISO 19881:2025,Gaseous hydrogen — Land vehicle fuel containers
ISO 4657:2022,Assessment specification of coalbed methane resources
ISO 19426-7:2021,Structures for mine shafts — Part 7: Rope guides
ISO 19434:2017,/Amd 1:2019Mining — Classification of mine accidents — Amendment 1
ISO 21795-1:2021,Mine closure and reclamation planning — Part 1: Requirements
ISO 21795-2:2021,Mine closure and reclamation planning — Part 2: Guidance
ISO 22932-3:2023,Mining – Vocabulary — Part 3: Rock mechanics
ISO 22932-4:2023,Mining — Vocabulary — Part 4: Prospecting and exploration
ISO 23664:2021,Traceability of rare earths in the supply chain from mine to separated products
ISO 23725:2024,Autonomous system and fleet management system interoperability
